"row","Id","Attrition","Age","CivilStatus","Education","Salary","ContractType","MonthsAtCompany","NumSalaryChanges","NumJobPositionChanges","HadPromotion","Occupation","Insalubrity","Periculosity","UnionMember","Stability","HomeDistance","HomeTime","HasDependents"
"2097",7871,"No",58,"United","3",30.95,"10",37,0,0,"No","23","No","No","No","No",1,4,"No"
"2098",7873,"No",24,"Single","4",22.27,"10",37,0,1,"No","23","No","No","No","No",4,10,"No"
"2099",7875,"No",32,"Single","5",32.81,"10",37,0,0,"No","23","No","No","Yes","No",0,1,"No"
"2100",7892,"No",39,"United","3",5.47,"1",37,1,0,"No","13","Yes","No","No","No",5,13,"Yes"
"2101",8418,"No",29,"Single","3",4.79,"1",29,0,0,"No","5","No","No","No","No",0,1,"No"
"2102",8429,"No",34,"United","3",5.47,"1",28,1,0,"No","13","Yes","No","No","Yes",12,22,"Yes"
"2103",8432,"No",25,"United","3",5.43,"1",28,0,0,"No","13","Yes","No","No","No",3,8,"Yes"
"2104",8460,"No",44,"United","5",12.63,"1",27,0,0,"No","13","Yes","No","No","No",2,7,"Yes"
"2105",8481,"No",29,"United","3",4.25,"1",27,0,1,"No","1","Yes","No","No","No",11,21,"Yes"
"2106",8441,"No",35,"Single","5",5.47,"1",28,2,1,"No","6","Yes","No","No","No",4,10,"No"
"2107",8450,"No",50,"United","3",6.29,"1",27,0,0,"No","30","No","No","No","Yes",4,11,"No"
"2108",8459,"No",53,"Desunited","3",6.29,"1",27,0,0,"No","30","No","No","No","No",0,2,"Yes"
"2109",8464,"No",32,"United","3",5.47,"1",27,1,0,"No","13","Yes","No","Yes","No",11,26,"Yes"
"2110",8488,"No",31,"Single","3",4.25,"1",26,1,0,"No","1","Yes","No","No","Yes",3,9,"No"
"2111",8451,"No",55,"United","6",35,"1",28,0,0,"No","12","Yes","No","No","No",30,33,"No"
"2112",8470,"No",48,"United","3",5.47,"1",27,1,0,"No","13","Yes","No","Yes","No",2,6,"No"
"2113",8474,"No",36,"Single","3",6.68,"1",27,1,0,"No","13","Yes","No","Yes","No",2,5,"No"
"2114",8475,"No",25,"Single","3",5.47,"1",27,1,0,"No","13","Yes","No","No","No",8,19,"No"
"2115",5633,"No",48,"United","5",11.07,"1",64,1,0,"No","21","Yes","No","No","No",5,14,"Yes"
"2116",5654,"No",30,"Single","3",5.47,"1",63,1,0,"No","13","Yes","No","Yes","No",13,24,"No"
"2117",5672,"No",33,"Single","3",15.87,"1",63,2,1,"No","1","Yes","No","No","No",0,3,"Yes"
"2118",5357,"No",38,"Single","5",13.51,"10",67,0,0,"No","23","No","No","Yes","No",5,12,"No"
"2119",5388,"No",27,"Single","3",5.47,"1",66,1,0,"No","13","Yes","No","No","Yes",5,12,"Yes"
"2120",5396,"No",34,"Single","3",2.39,"1",66,0,0,"No","17","No","No","No","No",3,8,"No"
"2121",5427,"No",31,"Single","3",5.47,"1",66,0,1,"No","6","Yes","No","No","Yes",11,19,"Yes"
"2122",5446,"No",46,"United","3",6.8,"1",66,2,0,"No","27","No","No","No","No",18,40,"No"
"2123",5447,"No",41,"United","3",15.66,"1",66,1,0,"No","2","Yes","No","Yes","No",5,12,"Yes"
"2124",5381,"No",27,"Single","3",5.47,"1",66,3,0,"No","10","Yes","No","No","No",7,16,"No"
"2125",5462,"No",33,"Single","5",18.34,"1",66,2,0,"No","21","No","No","No","No",25,28,"No"
"2126",6956,"No",23,"Single","3",4.25,"1",51,1,0,"No","1","Yes","No","Yes","No",1,5,"No"
"2127",6957,"No",28,"United","3",4.25,"1",51,1,0,"No","1","Yes","No","Yes","No",4,9,"Yes"
"2128",6969,"No",29,"United","3",5.47,"1",51,1,0,"No","13","Yes","No","No","No",1,4,"No"
"2129",7798,"No",30,"Single","3",5.47,"1",38,1,0,"No","13","Yes","No","Yes","No",3,7,"No"
"2130",7868,"No",37,"United","3",4.25,"1",37,1,0,"No","1","Yes","No","No","Yes",8,16,"Yes"
"2131",7869,"No",29,"Single","3",6.68,"1",37,2,0,"No","13","Yes","No","No","No",7,18,"Yes"
"2132",7904,"No",27,"Single","5",13.17,"10",37,1,1,"No","21","No","No","Yes","Yes",1,4,"Yes"
"2133",7923,"No",45,"Desunited","6",13.33,"10",37,0,0,"No","23","No","No","No","No",1,6,"No"
"2134",7818,"No",52,"Desunited","5",30.92,"10",38,0,0,"No","23","No","No","No","No",6,39,"No"
"2135",7821,"No",30,"United","5",39.98,"10",37,0,0,"No","23","No","No","No","No",41,42,"No"
"2136",7877,"No",27,"Single","3",5.47,"1",37,1,0,"No","13","Yes","No","No","Yes",7,17,"Yes"
"2137",7879,"No",40,"United","3",5.47,"1",37,1,0,"No","10","Yes","No","No","No",4,10,"Yes"
"2138",7927,"No",28,"Single","5",31.21,"10",36,0,0,"No","23","No","No","Yes","No",23,42,"No"
"2139",7926,"No",45,"United","5",12.51,"10",37,0,1,"No","23","No","No","Yes","No",5,12,"Yes"
"2140",7933,"No",29,"United","6",14.72,"1",37,0,0,"No","11","Yes","No","No","Yes",10,19,"Yes"
"2141",7934,"No",37,"Single","5",25.41,"10",36,0,0,"No","23","No","No","Yes","Yes",32,39,"Yes"
"2142",7935,"No",41,"Single","3",5.47,"1",37,1,0,"No","13","Yes","No","No","No",12,21,"Yes"
"2143",7932,"No",32,"Single","6",9.56,"10",37,0,0,"No","13","No","No","Yes","No",2,9,"No"
"2144",4043,"No",32,"Single","5",6.95,"1",79,3,1,"No","1","No","No","No","No",0,2,"No"
"2145",4069,"No",38,"United","3",5.47,"1",79,1,0,"No","13","Yes","No","No","No",1,4,"Yes"
"2146",4059,"No",33,"Single","5",7.75,"1",80,0,0,"No","21","No","No","No","No",11,21,"No"
"2147",4085,"No",28,"Single","3",4.04,"1",79,1,0,"No","29","Yes","No","No","No",3,8,"No"
"2148",3860,"No",34,"United","5",21.12,"10",81,0,2,"No","23","No","No","No","Yes",16,32,"Yes"
"2149",3873,"No",29,"Single","5",12.51,"10",81,0,0,"No","21","No","No","No","No",1,4,"No"
"2150",5750,"No",31,"United","3",5.47,"1",62,1,1,"No","9","Yes","No","No","Yes",8,16,"Yes"
"2151",5751,"No",28,"United","3",5.47,"1",62,2,1,"No","13","Yes","No","No","No",12,21,"No"
"2152",3959,"No",30,"Single","3",5.47,"1",81,2,1,"No","9","Yes","No","No","Yes",1,5,"Yes"
"2153",7012,"No",29,"United","3",4.25,"1",50,1,1,"No","1","Yes","No","No","Yes",5,13,"Yes"
"2154",7479,"No",33,"Single","3",5.43,"1",44,0,0,"No","13","Yes","No","No","No",7,13,"No"
"2155",7492,"No",29,"United","5",5.47,"1",44,1,0,"No","13","Yes","No","No","No",2,5,"No"
"2156",7496,"No",36,"Single","3",5.47,"1",44,1,0,"No","13","Yes","No","No","No",1,6,"No"
"2157",7505,"No",34,"United","3",5.43,"1",44,0,0,"No","13","Yes","No","No","No",2,7,"Yes"
"2158",7515,"No",26,"Single","3",5.43,"1",44,0,0,"No","13","Yes","No","No","No",8,13,"No"
"2159",7522,"No",47,"United","2",4.01,"1",43,0,0,"No","5","Yes","No","Yes","No",11,19,"No"
"2160",7531,"No",32,"Single","3",5.47,"1",44,1,1,"No","1","Yes","No","No","No",8,15,"No"
"2161",7534,"No",27,"Single","4",30.95,"10",43,0,0,"No","23","No","No","No","No",3,10,"No"
"2162",7542,"No",33,"United","6",21.44,"10",43,0,0,"No","23","No","No","Yes","No",19,22,"Yes"
"2163",7552,"No",27,"United","5",12.51,"10",43,0,2,"No","1","No","No","No","Yes",1,3,"No"
"2164",7553,"No",29,"United","5",17.75,"10",43,0,1,"Yes","23","No","No","No","No",1,3,"Yes"
"2165",7562,"No",39,"United","5",24.62,"10",43,0,0,"No","23","No","No","No","No",1,5,"Yes"
"2166",7572,"No",29,"Single","5",32.92,"10",43,0,0,"No","23","No","No","No","No",1,5,"No"
"2167",7576,"No",47,"Single","5",3.62,"1",43,0,0,"No","17","No","No","No","No",11,22,"No"
"2168",7580,"No",36,"United","3",6.11,"1",43,0,0,"No","27","No","No","No","No",1,6,"Yes"
"2169",7597,"No",29,"United","5",1.62,"1",43,2,0,"No","22","No","No","No","No",1,4,"Yes"
"2170",6114,"No",30,"Single","4",9.23,"1",60,1,0,"No","1","No","No","No","No",1,6,"No"
"2171",7049,"No",31,"Single","3",5.43,"1",50,0,0,"No","13","Yes","No","No","Yes",2,6,"Yes"
"2172",7085,"No",35,"Single","3",9.56,"1",50,0,0,"No","2","No","No","No","Yes",5,16,"Yes"
"2173",7069,"No",37,"United","3",9.38,"1",50,1,0,"No","17","No","No","No","No",3,10,"Yes"
"2174",7089,"No",32,"United","6",21.44,"10",49,0,0,"No","23","No","No","Yes","Yes",2,7,"Yes"
"2175",7099,"No",38,"Single","3",5.47,"1",49,1,0,"No","13","Yes","No","Yes","No",11,20,"No"
"2176",7101,"No",27,"Single","3",5.47,"1",49,1,0,"No","13","Yes","No","No","Yes",8,19,"Yes"
"2177",7103,"No",28,"Single","3",5.47,"1",49,1,0,"No","13","Yes","No","No","No",3,9,"No"
"2178",7119,"No",32,"Single","3",5.47,"1",49,1,0,"No","13","Yes","No","No","No",3,9,"Yes"
"2179",7122,"No",25,"Single","3",5.47,"1",49,1,0,"No","13","Yes","No","No","No",4,10,"No"
"2180",7126,"No",47,"Widower","3",4.25,"1",49,3,2,"No","10","Yes","No","No","No",3,7,"No"
"2181",7129,"No",33,"Widower","3",5.47,"1",49,2,0,"No","10","Yes","No","No","No",2,6,"Yes"
"2182",7133,"No",37,"Single","3",5.47,"1",49,2,0,"No","10","Yes","No","No","No",0,3,"No"
"2183",7140,"No",41,"Single","5",1.17,"1",49,0,1,"No","21","No","No","No","No",0,2,"Yes"
"2184",7143,"No",25,"United","5",13.17,"10",49,1,2,"No","23","No","No","Yes","No",0,2,"No"
"2185",7147,"No",28,"Single","5",23.56,"10",49,1,2,"No","21","No","No","No","No",4,14,"No"
"2186",7149,"No",32,"Single","3",3.48,"1",49,2,2,"No","10","No","No","No","No",11,22,"No"
"2187",7159,"No",46,"United","5",32.12,"10",49,0,0,"No","21","No","No","Yes","No",10,27,"No"
"2188",7163,"No",47,"United","5",13.17,"10",49,1,2,"No","23","No","No","Yes","No",0,2,"Yes"
"2189",7165,"No",38,"Single","5",34.14,"10",49,0,0,"No","23","No","No","Yes","No",3,10,"No"
"2190",7174,"No",42,"United","5",32.92,"10",49,0,0,"No","16","No","No","No","No",17,20,"No"
"2191",7180,"No",41,"Single","3",20.37,"10",49,0,0,"No","21","No","No","No","No",2,4,"No"
"2192",7184,"No",49,"United","5",12,"1",49,0,0,"No","21","No","No","No","No",3,10,"No"
"2193",7185,"No",48,"United","5",12.51,"10",49,0,0,"No","23","No","No","Yes","No",6,15,"No"
"2194",7189,"No",34,"United","5",17.1,"10",49,0,0,"No","23","No","No","Yes","No",3,8,"No"
"2195",7192,"No",37,"Single","5",12.51,"10",49,0,1,"No","23","No","No","Yes","No",1,4,"No"
"2196",7193,"No",33,"Single","5",12.51,"10",49,0,1,"No","23","No","No","Yes","Yes",1,4,"Yes"
"2197",7195,"No",29,"Single","5",12.51,"10",49,0,1,"No","23","No","No","Yes","Yes",0,2,"Yes"
"2198",7183,"No",39,"United","5",6.86,"10",49,0,0,"No","23","No","No","No","Yes",0,2,"Yes"
"2199",7182,"No",37,"United","5",6.92,"10",49,0,0,"No","23","No","No","No","No",0,1,"Yes"
"2200",7204,"No",35,"United","5",23.69,"10",49,2,0,"No","23","No","No","Yes","No",43,42,"Yes"
"2201",7205,"No",41,"United","5",23.69,"10",49,2,0,"No","23","No","No","No","No",19,34,"Yes"
"2202",7206,"No",28,"Single","5",19.86,"10",49,2,0,"No","23","No","No","Yes","Yes",2,6,"Yes"
"2203",7179,"No",56,"Desunited","5",23.62,"10",49,0,0,"No","23","No","No","Yes","No",4,11,"No"
"2204",7187,"No",36,"United","5",20.23,"10",49,0,0,"No","23","No","No","Yes","No",2,7,"Yes"
"2205",7236,"No",33,"Single","3",5.47,"1",48,1,0,"No","13","Yes","No","No","Yes",19,33,"No"
"2206",7242,"No",23,"Single","3",5.47,"1",48,0,0,"No","13","Yes","No","Yes","No",10,19,"No"
"2207",7255,"No",21,"Single","4",6.73,"1",48,3,1,"No","21","No","No","No","No",1,3,"No"
"2208",7257,"No",33,"United","3",5.47,"1",48,1,0,"No","13","Yes","No","No","No",2,7,"Yes"
"2209",7260,"No",46,"United","5",20.23,"10",48,0,0,"No","23","No","No","Yes","No",3,9,"Yes"
"2210",4031,"No",40,"Single","3",5.47,"1",79,1,0,"No","13","Yes","No","No","No",16,19,"No"
"2211",4033,"No",52,"Single","3",5.73,"1",79,1,0,"No","10","No","No","No","Yes",8,16,"No"
"2212",4038,"No",33,"Single","5",27.17,"10",80,0,0,"No","23","No","No","No","No",6,17,"No"
"2213",6267,"No",34,"United","5",7.63,"10",79,1,1,"No","21","No","No","No","Yes",1,5,"No"
"2214",4132,"No",39,"Single","3",5.47,"1",77,1,0,"No","13","Yes","No","No","Yes",6,14,"Yes"
"2215",4120,"No",45,"Single","3",6.68,"1",78,2,0,"No","19","Yes","No","No","No",3,7,"No"
"2216",5491,"No",33,"United","5",12.63,"1",65,0,0,"No","13","Yes","No","No","Yes",21,28,"Yes"
"2217",5503,"No",35,"Single","3",5.47,"1",65,1,0,"No","13","Yes","No","No","No",4,10,"Yes"
"2218",4198,"No",41,"Single","3",5.47,"1",77,1,0,"No","13","Yes","No","Yes","Yes",8,16,"No"
"2219",4192,"No",32,"Single","3",5.47,"1",77,1,0,"No","13","Yes","No","No","Yes",3,8,"Yes"
"2220",4216,"No",42,"Single","3",4.25,"1",77,1,0,"No","10","Yes","No","Yes","Yes",12,21,"Yes"
"2221",4217,"No",31,"Single","3",6.68,"1",77,2,0,"No","13","Yes","No","No","No",4,12,"No"
"2222",4218,"No",42,"Single","3",4.25,"1",77,1,0,"No","10","Yes","No","No","No",9,17,"No"
"2223",4239,"No",44,"United","5",5.7,"1",77,2,0,"No","21","No","No","Yes","No",8,18,"Yes"
"2224",4261,"No",40,"Single","3",5.47,"1",76,1,0,"No","13","Yes","No","No","No",20,30,"Yes"
"2225",4264,"No",34,"Single","3",5.47,"1",76,2,1,"No","9","Yes","No","No","No",5,14,"No"
"2226",4266,"No",38,"Single","5",10.28,"1",76,6,0,"No","13","Yes","No","No","No",33,41,"No"
"2227",4290,"No",29,"Single","3",8.67,"1",76,2,1,"No","6","No","No","No","No",1,7,"No"
"2228",4291,"No",27,"Single","3",5.47,"1",75,1,0,"No","13","Yes","No","No","No",3,9,"No"
"2229",5519,"No",29,"Single","3",5.43,"1",65,0,0,"No","13","Yes","No","No","No",9,16,"No"
"2230",7416,"No",28,"United","3",5.47,"1",45,1,0,"No","10","Yes","No","No","Yes",13,24,"Yes"
"2231",7417,"No",33,"Desunited","4",5.47,"1",45,4,1,"No","9","Yes","No","No","No",1,6,"No"
"2232",7425,"No",22,"Single","3",6.68,"1",45,2,0,"No","19","Yes","No","No","No",10,23,"No"
"2233",5558,"No",33,"United","3",6.68,"1",64,2,1,"No","16","Yes","No","No","No",2,7,"No"
"2234",5569,"No",33,"Single","3",5.47,"1",64,2,0,"No","9","Yes","No","No","Yes",0,3,"Yes"
"2235",5583,"No",34,"Single","3",5.47,"1",64,1,0,"No","13","Yes","No","Yes","Yes",7,16,"Yes"
"2236",4296,"No",36,"United","3",5.47,"1",75,1,0,"No","13","Yes","No","No","No",8,12,"Yes"
"2237",5600,"No",23,"United","3",4.25,"1",64,0,0,"No","1","Yes","No","No","Yes",4,13,"Yes"
"2238",5619,"No",28,"Single","3",5.47,"1",64,1,0,"No","13","Yes","No","No","No",3,8,"No"
"2239",4633,"No",43,"Single","5",27.02,"1",73,2,0,"No","1","No","No","Yes","Yes",4,9,"Yes"
"2240",4636,"No",32,"Single","5",31.21,"10",73,0,0,"No","23","No","No","No","Yes",16,28,"Yes"
"2241",4638,"No",36,"Single","3",5.47,"1",72,1,0,"No","13","Yes","No","No","No",7,18,"No"
"2242",4653,"No",31,"Single","5",2.98,"10",73,2,0,"No","22","No","No","No","Yes",3,10,"Yes"
"2243",4657,"No",36,"Single","5",21.12,"10",73,1,2,"No","23","No","No","Yes","No",5,12,"No"
"2244",4706,"No",33,"Single","5",19.86,"10",72,2,0,"No","16","No","No","Yes","Yes",18,33,"Yes"
"2245",4632,"No",53,"Single","5",23.62,"10",73,0,0,"No","23","No","No","Yes","No",1,3,"No"
"2246",4762,"No",37,"United","3",6.46,"1",72,0,1,"No","28","No","No","No","Yes",0,2,"Yes"
"2247",4827,"No",32,"Single","5",15.43,"1",72,2,1,"No","13","Yes","No","No","No",3,7,"No"
"2248",4933,"No",32,"Single","5",6.17,"1",72,0,0,"No","16","No","No","Yes","Yes",1,4,"Yes"
"2249",4362,"No",40,"United","3",5.47,"1",74,1,0,"No","13","Yes","No","Yes","No",5,13,"Yes"
"2250",4398,"No",27,"Single","5",22.67,"10",74,1,2,"Yes","21","No","No","No","Yes",3,10,"Yes"
"2251",4383,"No",58,"Desunited","5",9.49,"1",74,1,1,"No","1","No","No","No","No",6,20,"No"
"2252",4505,"No",52,"United","5",3.9,"1",73,1,1,"No","22","No","No","Yes","No",3,11,"No"
"2253",4511,"No",37,"Single","5",32.81,"10",74,0,0,"No","23","No","No","No","Yes",7,11,"Yes"
"2254",4390,"No",32,"Single","5",30.95,"10",74,0,0,"No","23","No","No","No","No",5,16,"No"
"2255",4414,"No",30,"Single","5",5.47,"1",74,2,1,"No","9","Yes","No","No","Yes",4,10,"Yes"
"2256",4457,"No",40,"Single","5",30.92,"10",74,0,0,"No","21","No","No","No","No",5,18,"No"
"2257",4948,"No",37,"Single","3",4.25,"1",71,2,0,"No","10","Yes","No","Yes","No",2,7,"No"
"2258",7468,"No",45,"United","3",5.47,"1",45,1,0,"No","13","Yes","No","No","No",5,11,"No"
"2259",4520,"No",34,"Single","5",32.81,"10",74,0,0,"No","23","No","No","No","No",22,33,"No"
"2260",4607,"No",35,"United","5",30.95,"10",73,0,0,"No","22","No","No","No","Yes",2,7,"Yes"
"2261",4448,"No",51,"Single","5",24.62,"10",74,0,0,"No","21","No","No","Yes","No",3,10,"Yes"
"2262",4489,"No",31,"Single","5",24.62,"10",74,0,0,"No","23","No","No","No","Yes",0,3,"Yes"
"2263",4644,"No",38,"United","2",2.1,"1",73,1,0,"No","10","No","No","No","No",1,5,"Yes"
"2264",4691,"No",34,"United","5",23.98,"10",73,3,2,"No","21","No","No","No","Yes",6,11,"Yes"
"2265",4692,"No",36,"Single","3",8.73,"1",72,2,0,"No","22","No","No","No","No",3,7,"Yes"
"2266",4538,"No",47,"Single","5",17.75,"10",73,0,1,"Yes","21","No","No","Yes","No",1,5,"No"
"2267",4660,"No",31,"Single","5",10.28,"1",73,6,0,"No","13","Yes","No","No","No",2,4,"No"
"2268",4676,"No",35,"United","5",17.9,"10",73,2,2,"No","21","No","No","Yes","No",9,12,"No"
"2269",4707,"No",32,"Single","5",12.51,"10",73,0,0,"No","21","No","No","Yes","No",3,9,"No"
"2270",4728,"No",37,"United","6",12.51,"10",73,0,1,"No","23","No","No","Yes","No",3,9,"Yes"
"2271",4757,"No",37,"United","5",23.69,"10",73,2,0,"No","23","No","No","Yes","No",1,5,"Yes"
"2272",4950,"No",38,"United","5",3.56,"1",71,2,0,"No","21","No","No","No","Yes",1,5,"Yes"
"2273",5011,"No",36,"Single","5",7.15,"1",71,4,0,"No","22","No","No","No","No",18,31,"No"
"2274",5015,"No",63,"United","6",35,"1",70,0,0,"No","12","Yes","No","No","No",0,2,"No"
"2275",5017,"No",42,"United","3",5.47,"1",70,2,1,"No","13","Yes","No","No","No",2,6,"No"
"2276",5023,"No",36,"Single","3",7.9,"1",70,0,0,"No","16","No","No","No","No",3,6,"No"
"2277",5164,"No",43,"Single","3",5.47,"1",68,1,0,"No","13","Yes","No","No","Yes",1,4,"Yes"
"2278",5258,"No",25,"Single","3",5.47,"1",67,1,0,"No","13","Yes","No","No","Yes",6,14,"Yes"
"2279",5270,"No",32,"Single","2",4.73,"1",67,0,0,"No","28","No","No","No","No",20,33,"No"
"2280",5028,"No",52,"United","3",5.04,"1",70,2,0,"No","28","Yes","No","No","No",12,20,"No"
"2281",5249,"No",28,"Single","3",5.47,"1",67,1,0,"No","13","Yes","No","No","No",7,17,"No"
"2282",5302,"No",28,"Single","3",4.25,"1",67,1,0,"No","10","Yes","No","No","Yes",8,21,"Yes"
"2283",5348,"No",41,"Single","5",32.92,"10",67,1,1,"No","13","Yes","No","No","Yes",2,6,"Yes"
"2284",5069,"No",34,"Single","3",6.68,"1",70,1,0,"No","13","Yes","No","No","No",29,29,"No"
"2285",5257,"No",51,"United","2",5.47,"1",67,3,3,"No","9","Yes","No","No","No",5,12,"No"
"2286",5264,"No",28,"Single","5",11.33,"1",67,4,0,"No","12","Yes","No","Yes","No",21,31,"No"
"2287",5332,"No",29,"Single","5",13.33,"10",68,0,0,"No","23","No","No","Yes","No",1,5,"Yes"
"2288",6400,"No",49,"United","5",20.35,"1",57,2,0,"No","21","No","No","No","No",4,14,"No"
"2289",6467,"No",28,"Single","3",4.25,"1",56,2,1,"No","1","Yes","No","No","No",3,7,"No"
"2290",6468,"No",39,"United","3",5.47,"1",56,1,0,"No","13","Yes","No","No","No",19,28,"No"
"2291",6510,"No",46,"United","2",4.88,"1",57,0,0,"No","27","No","No","No","No",1,4,"No"
"2292",6586,"No",40,"Single","3",5.47,"1",55,1,0,"No","13","Yes","No","Yes","No",7,18,"No"
"2293",5412,"No",34,"United","5",19.86,"10",67,2,0,"No","21","No","No","Yes","No",22,38,"No"
"2294",5475,"No",55,"Desunited","2",5.47,"1",66,1,1,"No","10","Yes","No","No","No",11,25,"No"
"2295",5588,"No",32,"United","3",5.47,"1",64,2,1,"No","9","Yes","No","No","Yes",8,17,"Yes"
"2296",8174,"No",55,"United","2",6.18,"1",33,0,0,"No","30","No","No","No","No",0,0,"No"
"2297",8204,"No",41,"United","3",5.47,"1",32,1,0,"No","13","Yes","No","No","No",6,14,"No"
"2298",8205,"No",41,"Desunited","3",3.71,"1",33,0,0,"No","29","No","No","No","No",19,41,"No"
"2299",8206,"No",50,"Single","6",22.85,"1",33,1,1,"No","1","No","No","No","No",3,8,"No"
"2300",8185,"No",30,"United","3",5.47,"1",33,1,0,"No","13","Yes","No","Yes","Yes",3,11,"Yes"
"2301",8186,"No",33,"United","3",5.47,"1",33,1,0,"No","13","Yes","No","No","Yes",8,20,"Yes"
"2302",8187,"No",51,"United","3",5.47,"1",33,1,0,"No","13","Yes","No","No","No",9,17,"No"
"2303",8195,"No",35,"Single","5",27.59,"1",33,1,0,"No","19","Yes","No","No","No",30,31,"Yes"
"2304",8199,"No",36,"Desunited","5",4.76,"1",33,2,0,"No","20","No","No","No","No",3,9,"No"
"2305",8218,"No",54,"United","2",3.82,"1",32,0,0,"No","28","No","No","No","No",1,3,"No"
"2306",8234,"No",35,"United","3",6.68,"1",32,2,0,"No","13","Yes","No","Yes","Yes",1,4,"Yes"
"2307",8255,"No",24,"Single","3",6.69,"1",32,0,0,"No","5","No","No","No","No",2,5,"No"
"2308",6170,"No",36,"United","5",12.51,"10",59,0,1,"No","23","No","No","Yes","Yes",3,9,"Yes"
"2309",6190,"No",44,"United","3",6.18,"1",59,1,0,"No","29","No","No","No","No",20,44,"No"
"2310",6191,"No",49,"United","3",16.51,"1",59,1,0,"No","10","No","No","No","No",8,23,"No"
"2311",6432,"No",31,"Single","5",10.28,"1",56,4,0,"No","13","Yes","No","No","Yes",3,7,"Yes"
"2312",6038,"No",45,"Desunited","3",4.25,"1",60,1,2,"No","1","Yes","No","Yes","No",6,15,"Yes"
"2313",6054,"No",25,"Single","3",5.47,"1",60,1,0,"No","9","Yes","No","No","No",1,4,"No"
"2314",6147,"No",27,"Single","5",11.33,"1",59,4,0,"No","12","Yes","No","Yes","No",33,38,"Yes"
"2315",6143,"No",29,"Single","3",5.47,"1",59,0,0,"No","9","Yes","No","No","Yes",9,17,"Yes"
"2316",5791,"No",24,"Single","3",4.24,"1",62,1,0,"No","10","Yes","No","Yes","Yes",12,20,"Yes"
"2317",5801,"No",28,"United","5",22.67,"10",62,0,1,"No","23","No","No","No","No",1,4,"No"
"2318",5806,"No",45,"United","5",19.9,"1",62,0,1,"No","21","No","No","No","No",6,20,"No"
"2319",5811,"No",38,"United","5",22.67,"10",62,0,0,"No","23","No","No","No","Yes",3,10,"Yes"
"2320",5897,"No",28,"Single","4",23.98,"10",61,2,1,"No","23","No","No","Yes","No",0,2,"No"
"2321",5906,"No",31,"Single","5",4.8,"1",61,1,1,"No","21","No","No","Yes","Yes",48,47,"Yes"
"2322",5915,"No",32,"Single","5",14.2,"10",61,0,0,"No","23","No","No","Yes","No",17,24,"Yes"
"2323",6055,"No",43,"United","5",13.51,"10",61,0,0,"No","23","No","No","Yes","No",0,1,"Yes"
"2324",6695,"No",33,"Single","2",4.04,"1",54,1,0,"No","29","Yes","No","No","Yes",3,8,"No"
"2325",5961,"No",36,"Single","3",4.2,"1",60,2,2,"No","9","Yes","No","No","No",3,9,"Yes"
"2326",6018,"No",39,"Single","5",13.51,"10",61,0,0,"No","23","No","No","Yes","Yes",7,15,"Yes"
"2327",6028,"No",50,"United","5",20.23,"10",61,0,0,"No","23","No","No","Yes","No",2,6,"No"
"2328",6031,"No",41,"United","5",17.1,"10",61,0,0,"No","23","No","No","No","No",7,14,"Yes"
"2329",6033,"No",43,"United","5",20.23,"10",61,0,0,"No","23","No","No","Yes","No",2,6,"No"
"2330",5816,"No",25,"Single","3",5.47,"1",61,1,0,"No","13","Yes","No","No","No",0,0,"No"
"2331",5819,"No",39,"United","3",5.47,"1",61,1,0,"No","13","Yes","No","No","No",9,19,"No"
"2332",5835,"No",38,"United","3",5.47,"1",61,1,0,"No","13","Yes","No","Yes","Yes",16,26,"Yes"
"2333",5836,"No",42,"Single","3",5.47,"1",61,1,0,"No","13","Yes","No","Yes","Yes",1,3,"No"
"2334",5838,"No",57,"United","4",6.68,"1",61,2,1,"No","19","Yes","No","No","No",7,14,"No"
"2335",6761,"No",43,"Single","3",5.47,"1",53,1,0,"No","13","Yes","No","No","No",17,22,"No"
"2336",6766,"No",45,"United","3",5.47,"1",53,1,0,"No","13","Yes","No","No","No",10,21,"No"
"2337",6765,"No",43,"Single","3",5.47,"1",53,3,1,"No","1","Yes","No","No","No",2,7,"No"
"2338",5983,"No",34,"United","5",23.62,"10",61,0,0,"No","21","No","No","Yes","No",2,5,"No"
"2339",5986,"No",39,"Desunited","3",5.47,"1",60,1,0,"No","13","Yes","No","No","Yes",12,22,"Yes"
"2340",5891,"No",37,"United","6",28.83,"10",61,0,0,"No","23","No","No","Yes","Yes",7,14,"Yes"
"2341",5892,"No",37,"United","6",19.32,"10",61,0,1,"No","23","No","No","Yes","No",0,2,"Yes"
"2342",6845,"No",27,"Single","3",5.47,"1",52,2,1,"No","9","Yes","No","No","Yes",29,27,"Yes"
"2343",6898,"No",49,"Single","3",5.47,"1",52,1,0,"No","13","Yes","No","Yes","No",4,13,"No"
"2344",6899,"No",39,"Single","2",5.47,"1",52,3,2,"No","13","Yes","No","No","No",7,14,"No"
"2345",5739,"No",25,"Single","3",5.47,"1",62,2,1,"No","9","Yes","No","No","No",5,13,"No"
"2346",5804,"No",28,"United","5",39.98,"10",62,0,1,"No","21","No","No","No","No",4,12,"No"
"2347",6868,"No",55,"Single","2",6.18,"1",52,0,0,"No","30","No","No","Yes","Yes",12,22,"No"
"2348",5875,"No",30,"Single","5",39.98,"10",61,0,1,"No","23","No","No","No","Yes",5,14,"Yes"
"2349",5884,"No",42,"None","2",6.99,"1",61,1,0,"No","30","No","No","No","No",1,6,"Yes"
